image_name| comment_number| comment
1527297882.jpg| 2| A man wearing a doo-rag with long hair stares right in the camera .
1527297882.jpg| 3| A young man with brown eyes is dressed up like Jack Sparrow .
1527297882.jpg| 4| a man dressed as Jack Sparrow from Pirates of the Caribbean
1527333441.jpg| 0|" A man in a blue shirt and jeans stands behind a sign that says "" Mark ' Mom ' Finley "" ."
1527333441.jpg| 1| A man wearing a tank top holding up a sign that introduces Mark Finley .
1527333441.jpg| 2| A person wearing blue jeans and a blue tank top stands and waits .
1527333441.jpg| 3| A young man stands at the foot of a two-wheeled cart .
1527333441.jpg| 4| Man in a blue tank top showing his invention .
1527513023.jpg| 0| A little boy splashes into the small pool at the end of a yellow slip n 'slide .
1527513023.jpg| 1| A young boy splashes in a yellow wading poll while mom watches
1527513023.jpg| 2| A little boy plays with a water toy while others watch .
1527513023.jpg| 3| a young boy sliding on the grass in an innertube
1527513023.jpg| 4| A young boy slides down a yellow water slide .
152809468.jpg| 0| A dark colored bird sitting on a branch of a tree .
152809468.jpg| 1| A brown bird is sitting on a tree branch .
152809468.jpg| 2| A bird is perched on a tree branch .
152809468.jpg| 3| A brown bird sitting on a branch .
152809468.jpg| 4| A bird is sitting in a tree .
1528205014.jpg| 0| The man wearing a colorful outfit is holding something in both hands and smiling for the camera .
1528205014.jpg| 1| A man in a yellow jacket with many colorful wristbands is smiling .
1528205014.jpg| 2| A man in a yellow shirt wearing multicolored plastic jewelry .
1528205014.jpg| 3| A man is wearing a rainbow colored necklace and smiling .
1528205014.jpg| 4| Black man poses for photo .
152836785.jpg| 0| A man in blue clothing and a white turban rides a white horse past a vivid green tree and a orange and white house with purple fixtures .
152836785.jpg| 1| A man riding a donkey in front of a mustard building .
152836785.jpg| 2| A man in a robe is riding a donkey down a street .
152836785.jpg| 3| A man in a blue outfit is riding a small horse .
152836785.jpg| 4| Past the tree , a man is riding a donkey .
152881593.jpg| 0| a man wearing a black jacket stands , holding an open book in front of a chalkboard and globe .
152881593.jpg| 1| A man in a black leather jacket and a book in his hand speaks in a classroom .
152881593.jpg| 2| A man in a leather jacket reads from a book to people in a classroom
152881593.jpg| 3| A man is holding a book standing in front of a chalkboard .
152881593.jpg| 4| A man in a black jacket reading aloud .
1529044279.jpg| 0| People with small children on a brick ground , one man points to something for a child to see .
1529044279.jpg| 1| A young girl and an older gentleman hold hands as he points to something off frame .
1529044279.jpg| 2| A group of adults and children , with one man pointing at something off-camera .
1529044279.jpg| 3| A man holding a little girl hand bends over and points something to her .
1529044279.jpg| 4| A crowded street in Europe .
152979089.jpg| 0| A group of three men in white shirts stand near a police van while a man in a black jacket with a white stripe sits on the curb .
152979089.jpg| 1| A man with an injured arm watches three policemen as one addresses the police van driver and two others walk away from the van .
152979089.jpg| 2| The police are on the scene of what ever happened , with a handcuffed man .
152979089.jpg| 3| The men are talking to the person in the police van .
152979089.jpg| 4| A police vehicle in an urban area .
15305247.jpg| 0| A woman is drawing a cartoon caricature of two young children .
15305247.jpg| 1| An artist hard at work to draw a comical portrait .
15305247.jpg| 2| A woman is drawing a caricature of two people .
15305247.jpg| 3| A woman drawing a picture of two children .
15305247.jpg| 4| A female artist sketching a portrait .
15308698.jpg| 0| A man and old woman with a walking stick climbing a sand dune arm in arm .
15308698.jpg| 1| A couple holding on each other climbing a sand dune .
15308698.jpg| 2| A man and women are walking up a sand dune .
15308698.jpg| 3| Two people are walking through the desert .
15308698.jpg| 4| An old couple is walking up a sand mound .
15308702.jpg| 0| A person dressed in a black shirt and a person dressed in a blue shirt are standing on a mound of sand .
15308702.jpg| 1| One person helping another person up to the top of a mound of sand underneath a cloudy sky .
15308702.jpg| 2| A man helps a woman with a walking stick up a large sand dune .
15308702.jpg| 3| A man helping an older woman to the top of a sand dune .
15308702.jpg| 4| There are 2 men climbing a sand dune .
153106887.jpg| 0| A black truck and a red car parked on the street in front of a grocery store painted red .
153106887.jpg| 1| Street scene featuring parked cars and a small grocery store .
153106887.jpg| 2| A red car is parked in front of a red grocery store building .
153106887.jpg| 3| Two vehicles are parked outside a small grocery store .
153106887.jpg| 4| Cars parked in front of a grocery store .
153299765.jpg| 0| A worker in a checkered shirt weighs out produce behind a stand that offers exotic foods .
153299765.jpg| 1| Variety is the spice of life no matter what the culture may be .
153299765.jpg| 2| A man prepares to sell items from his food cart .
153299765.jpg| 3| The street vendor is preparing food to be sold .
153299765.jpg| 4| A man in a red shirt preparing food .
1533470077.jpg| 0| A man in a blue work uniform is working on a blue bus on a lift .
1533470077.jpg| 1| A mechanic is working on the underside of a bus that is lifted .
1533470077.jpg| 2| A mechanic in blue coveralls works on a bus .
1533470077.jpg| 3| A bus being worked on by a mechanic .
1533470077.jpg| 4| A mechanic working on a bus .
153374075.jpg| 0| A construction worker working on a building .
153374075.jpg| 1| A worker standing on a high scaffold .
153374075.jpg| 2| Construction workers are painting .
153374075.jpg| 3| A man in red is fixing a bridge .
153374075.jpg| 4| Two men are working so hard .
153374889.jpg| 0| A group of construction workers working on a ramp that is closed .
153374889.jpg| 1|" There is big hill of dirt behind signs that say "" Ramp Closed . """
153374889.jpg| 2| Three construction workers working in a construction site .
153374889.jpg| 3| Three road workers work on dirt ramp next to highway .
153374889.jpg| 4| Men do roadwork to a backdrop of brown hills .
1534524182.jpg| 0| A man is riding in a blue kayak in the ocean .
1534524182.jpg| 1| A man in a blue canoe paddling in the ocean .
1534524182.jpg| 2| A man in a blue kayak paddles in water .
1534524182.jpg| 3| A man on the river in a blue kayak
1534524182.jpg| 4| A man is kayaking in the ocean .
1534613774.jpg| 0| A couple and their child are playing on the beach next to the ocean .
1534613774.jpg| 1| Some people are standing alone on the beach in their swimsuits .
1534613774.jpg| 2| A man and a woman are standing on the beach with their child .
1534613774.jpg| 3| A family of three is spending the day at the beach .
1534613774.jpg| 4| A couple on the beach with their child .
1534920819.jpg| 0| Many people are sitting on the edge of a rocky beach , watching others swim in the glistening water .
1534920819.jpg| 1| People sitting on a grassy beach with a few shrubs scattered throughout the beach .
1534920819.jpg| 2| Spectators on a rocky , grassy beach sit and watch events unfolding on a lake .
1534920819.jpg| 3| A man in a black shirt and red shorts is sitting on the shore of a lake .
1534920819.jpg| 4| Many people are sitting and playing on a rocky beach .
1535963458.jpg| 0| This group is doing their best to try and enjoy the new hospital orientation .
1535963458.jpg| 1| A woman is giving a presentation to a group of people sitting in chairs .
1535963458.jpg| 2| A teacher showing her students something on a projector screen .
1535963458.jpg| 3| A lady is giving a presentation to an all-female class .
1535963458.jpg| 4| A large class is taught to indian women .
153598671.jpg| 0| A woman wearing a long green skirt is hanging laundry up on the line .
153598671.jpg| 1| An African woman is hanging laundry with two children .
153598671.jpg| 2| A woman and young girl hang clothes on the line .
153598671.jpg| 3| A woman is hanging clothing on a clothesline .
153598671.jpg| 4| Mother with two children is hanging laundry .
1536597926.jpg| 0| Two men pause on a rock while hiking in barren terrain .
1536597926.jpg| 1| Two people sitting on rocks and a pack at their feet .
1536597926.jpg| 2| Two hikers rest on a snow-covered mountain .
1536597926.jpg| 3| Two men resting uptop a snowy mountain .
1536597926.jpg| 4| Two men and a backpack .
1536774449.jpg| 0| A very large group of people stand outdoors under the beautiful clouds .
1536774449.jpg| 1| A crowd of people are gathered with a sky scene in the background .
1536774449.jpg| 2| A boxy building , A group of trees , a church at sunset .
1536774449.jpg| 3| Large crowd of people gathered together .
1536774449.jpg| 4| A crowd of people at an outdoor event
1537093085.jpg| 0| A woman stands reading from a book to a group people gathered around .
1537093085.jpg| 1| The lady with the book is reading to a small group of people .
1537093085.jpg| 2| Bald woman wearing glasses reads to four men and one woman .
1537093085.jpg| 3| A man in black reading a book for a group of people .
1537093085.jpg| 4| Person reading out of a book to a roomful of people .
153809771.jpg| 0| Male musician playing an accordion wearing a leather jacket and hat on a boardwalk or pier .
153809771.jpg| 1| Gentleman playing an accordion on a boardwalk adjacent to boating docs .
153809771.jpg| 2| A man wearing black playing a red accordion while sitting .
153809771.jpg| 3| A man sits on a bridge by a river , playing the accordion .
153809771.jpg| 4| A man is playing an accordion near the water .
